triplet_id,source_query_id,doc_id,pair_type,query_type,negative_type,negative_score,negative_source_doc_id,negative_source_pair_id,score_sim_query,score_sim_bundle,score_sim_span,score_sim_bridge
l1_de_1901.10436_0077_triplet,l1_de_1901.10436_0077,1901.10436,figure+table,discrepancy_analysis,in_doc_swap,0.5185,1901.10436,,,,,
l1_de_1901.10436_0077_triplet,l1_de_1901.10436_0077,1901.10436,figure+table,discrepancy_analysis,same_type_hard_plus,0.1949,1805.11202,1805.11202_xl_0063,0.0909,0.2571,0.08,0.0769
l1_de_1801.04385_0078_triplet,l1_de_1801.04385_0078,1801.04385,figure+table,causal_explanation,in_doc_swap,0.2222,1801.04385,,,,,
l1_de_1801.04385_0078_triplet,l1_de_1801.04385_0078,1801.04385,figure+table,causal_explanation,same_type_hard_plus,0.1965,1804.09301,1804.09301_xl_0064,0.1389,0.2017,0.0435,0.025
l1_de_1801.04385_0079_triplet,l1_de_1801.04385_0079,1801.04385,figure+table,discrepancy_analysis,in_doc_swap,0.3125,1801.04385,,,,,
l1_de_1801.04385_0079_triplet,l1_de_1801.04385_0079,1801.04385,figure+table,discrepancy_analysis,same_type_hard_plus,0.2175,1805.11202,1805.11202_xl_0063,0.1515,0.2022,0.0909,0.075
l1_de_1602.05352_0080_triplet,l1_de_1602.05352_0080,1602.05352,figure+table,causal_explanation,in_doc_swap,0.2667,1602.05352,,,,,
l1_de_1602.05352_0080_triplet,l1_de_1602.05352_0080,1602.05352,figure+table,causal_explanation,same_type_hard_plus,0.2342,1809.10083,1809.10083_xl_0076,0.2258,0.1771,0.0,0.0769
l1_de_1602.05352_0081_triplet,l1_de_1602.05352_0081,1602.05352,figure+table,hypothesis_verification,in_doc_swap,0.2667,1602.05352,,,,,
l1_de_1602.05352_0081_triplet,l1_de_1602.05352_0081,1602.05352,figure+table,hypothesis_verification,same_type_hard_plus,0.1769,2103.11320,2103.11320_xl_0126,0.0541,0.225,0.1304,0.0625
l1_de_1602.05352_0082_triplet,l1_de_1602.05352_0082,1602.05352,figure+table,causal_explanation,in_doc_swap,0.4722,1602.05352,,,,,
l1_de_1602.05352_0082_triplet,l1_de_1602.05352_0082,1602.05352,figure+table,causal_explanation,same_type_hard_plus,0.2473,1409.0575,1409.0575_xl_0005,0.2353,0.1776,0.0571,0.0444
l1_de_1602.05352_0083_triplet,l1_de_1602.05352_0083,1602.05352,figure+table,hypothesis_verification,in_doc_swap,0.2857,1602.05352,,,,,
l1_de_1602.05352_0083_triplet,l1_de_1602.05352_0083,1602.05352,figure+table,hypothesis_verification,same_type_hard_plus,0.1909,2103.11320,2103.11320_xl_0127,0.0789,0.2386,0.075,0.1471
l1_de_1707.09457_0084_triplet,l1_de_1707.09457_0084,1707.09457,figure+table,causal_explanation,in_doc_swap,0.6111,1707.09457,,,,,
l1_de_1707.09457_0084_triplet,l1_de_1707.09457_0084,1707.09457,figure+table,causal_explanation,same_type_hard_plus,0.2318,1910.10872,1910.10872_xl_0106,0.1714,0.2152,0.1154,0.0357
l1_de_1707.09457_0085_triplet,l1_de_1707.09457_0085,1707.09457,figure+table,discrepancy_analysis,in_doc_swap,0.5263,1707.09457,,,,,
l1_de_1707.09457_0085_triplet,l1_de_1707.09457_0085,1707.09457,figure+table,discrepancy_analysis,same_type_hard_plus,0.2281,1910.10872,1910.10872_xl_0106,0.1562,0.25,0.0741,0.0909
l1_de_1707.09457_0086_triplet,l1_de_1707.09457_0086,1707.09457,figure+table,causal_explanation,in_doc_swap,0.6471,1707.09457,,,,,
l1_de_1707.09457_0086_triplet,l1_de_1707.09457_0086,1707.09457,figure+table,causal_explanation,same_type_hard_plus,0.2427,1910.10872,1910.10872_xl_0106,0.1765,0.2405,0.1111,0.08
l1_de_1707.09457_0087_triplet,l1_de_1707.09457_0087,1707.09457,figure+table,discrepancy_analysis,in_doc_swap,0.6471,1707.09457,,,,,
l1_de_1707.09457_0087_triplet,l1_de_1707.09457_0087,1707.09457,figure+table,discrepancy_analysis,same_type_hard_plus,0.2298,2103.11320,2103.11320_xl_0127,0.1765,0.2603,0.0,0.125
l1_de_1707.09457_0088_triplet,l1_de_1707.09457_0088,1707.09457,figure+table,causal_explanation,in_doc_swap,0.8667,1707.09457,,,,,
l1_de_1707.09457_0088_triplet,l1_de_1707.09457_0088,1707.09457,figure+table,causal_explanation,same_type_hard_plus,0.2261,1804.09301,1804.09301_xl_0060,0.1667,0.3125,0.0,0.0385
l1_de_1707.09457_0089_triplet,l1_de_1707.09457_0089,1707.09457,figure+table,discrepancy_analysis,in_doc_swap,0.6471,1707.09457,,,,,
l1_de_1707.09457_0089_triplet,l1_de_1707.09457_0089,1707.09457,figure+table,discrepancy_analysis,same_type_hard_plus,0.2266,2103.11320,2103.11320_xl_0126,0.1667,0.2676,0.0,0.125
l1_de_2103.11320_0090_triplet,l1_de_2103.11320_0090,2103.11320,figure+table,hypothesis_verification,in_doc_swap,0.2889,2103.11320,,,,,
l1_de_2103.11320_0090_triplet,l1_de_2103.11320_0090,2103.11320,figure+table,hypothesis_verification,same_type_hard_plus,0.1995,1809.02208,1809.02208_xl_0072,0.1389,0.2019,0.0323,0.0769
l1_de_2103.11320_0091_triplet,l1_de_2103.11320_0091,2103.11320,figure+table,causal_explanation,in_doc_swap,0.4048,2103.11320,,,,,
l1_de_2103.11320_0091_triplet,l1_de_2103.11320_0091,2103.11320,figure+table,causal_explanation,same_type_hard_plus,0.2114,1804.09301,1804.09301_xl_0062,0.1471,0.2056,0.087,0.0286
l1_de_2103.11320_0092_triplet,l1_de_2103.11320_0092,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2889,2103.11320,,,,,
l1_de_2103.11320_0092_triplet,l1_de_2103.11320_0092,2103.11320,figure+table,discrepancy_analysis,same_type_hard_plus,0.2127,1707.09457,1707.09457_xl_0027,0.1613,0.1974,0.0588,0.0417
l1_de_2103.11320_0093_triplet,l1_de_2103.11320_0093,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2889,2103.11320,,,,,
l1_de_2103.11320_0093_triplet,l1_de_2103.11320_0093,2103.11320,figure+table,causal_explanation,same_type_hard_plus,0.216,1910.10872,1910.10872_xl_0102,0.1724,0.1792,0.0417,0.0952
l1_de_1801.04385_0094_triplet,l1_de_1801.04385_0094,1801.04385,figure+table,causal_explanation,in_doc_swap,0.2647,1801.04385,,,,,
l1_de_1801.04385_0094_triplet,l1_de_1801.04385_0094,1801.04385,figure+table,causal_explanation,same_type_hard_plus,0.2039,1611.07438,1611.07438_xl_0013,0.1143,0.2941,0.0,0.119
l1_de_1801.04385_0095_triplet,l1_de_1801.04385_0095,1801.04385,figure+table,discrepancy_analysis,in_doc_swap,0.2647,1801.04385,,,,,
l1_de_1801.04385_0095_triplet,l1_de_1801.04385_0095,1801.04385,figure+table,discrepancy_analysis,same_type_hard_plus,0.2331,2005.07293,2005.07293_xl_0112,0.1765,0.2439,0.0435,0.1042
l1_de_1801.04385_0096_triplet,l1_de_1801.04385_0096,1801.04385,figure+table,causal_explanation,in_doc_swap,0.2222,1801.04385,,,,,
l1_de_1801.04385_0096_triplet,l1_de_1801.04385_0096,1801.04385,figure+table,causal_explanation,same_type_hard_plus,0.2175,1804.06876,1804.06876_xl_0058,0.1765,0.181,0.0476,0.0732
l1_de_1801.04385_0097_triplet,l1_de_1801.04385_0097,1801.04385,figure+table,hypothesis_verification,in_doc_swap,0.2222,1801.04385,,,,,
l1_de_1801.04385_0097_triplet,l1_de_1801.04385_0097,1801.04385,figure+table,hypothesis_verification,same_type_hard_plus,0.1694,2005.07293,2005.07293_xl_0122,0.0909,0.1881,0.0476,0.0303
l1_de_2103.11320_0098_triplet,l1_de_2103.11320_0098,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2308,2103.11320,,,,,
l1_de_2103.11320_0098_triplet,l1_de_2103.11320_0098,2103.11320,figure+table,causal_explanation,same_type_hard_plus,0.2066,1810.08683,1810.08683_xl_0082,0.1351,0.2212,0.0833,0.0238
l1_de_2103.11320_0099_triplet,l1_de_2103.11320_0099,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2115,2103.11320,,,,,
l1_de_2103.11320_0099_triplet,l1_de_2103.11320_0099,2103.11320,figure+table,discrepancy_analysis,same_type_hard_plus,0.2208,1905.10674,1905.10674_xl_0093,0.2,0.198,0.0,0.0357
l1_de_2103.11320_0100_triplet,l1_de_2103.11320_0100,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2143,2103.11320,,,,,
l1_de_2103.11320_0100_triplet,l1_de_2103.11320_0100,2103.11320,figure+table,causal_explanation,same_type_hard_plus,0.1823,2109.03952,2109.03952_xl_0158,0.1143,0.2,0.0,0.1034
l1_de_2103.11320_0101_triplet,l1_de_2103.11320_0101,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2143,2103.11320,,,,,
l1_de_2103.11320_0101_triplet,l1_de_2103.11320_0101,2103.11320,figure+table,discrepancy_analysis,same_type_hard_plus,0.1845,1910.10872,1910.10872_xl_0105,0.1111,0.1748,0.0312,0.122
l1_de_2103.11320_0102_triplet,l1_de_2103.11320_0102,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2941,2103.11320,,,,,
l1_de_2103.11320_0102_triplet,l1_de_2103.11320_0102,2103.11320,figure+table,causal_explanation,same_type_hard_plus,0.2017,2109.03952,2109.03952_xl_0158,0.1176,0.2095,0.0455,0.1724
l1_de_2103.11320_0103_triplet,l1_de_2103.11320_0103,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2619,2103.11320,,,,,
l1_de_2103.11320_0103_triplet,l1_de_2103.11320_0103,2103.11320,figure+table,discrepancy_analysis,same_type_hard_plus,0.2151,1903.08136,1903.08136_xl_0088,0.1429,0.2165,0.0769,0.0968
l1_de_1804.06876_0104_triplet,l1_de_1804.06876_0104,1804.06876,figure+table,causal_explanation,in_doc_swap,0.1964,1804.06876,,,,,
l1_de_1804.06876_0104_triplet,l1_de_1804.06876_0104,1804.06876,figure+table,causal_explanation,same_type_hard_plus,0.1875,1903.08136,1903.08136_xl_0087,0.0938,0.2079,0.0952,0.0526
l1_de_1804.06876_0105_triplet,l1_de_1804.06876_0105,1804.06876,figure+table,discrepancy_analysis,in_doc_swap,0.2778,1804.06876,,,,,
l1_de_1804.06876_0105_triplet,l1_de_1804.06876_0105,1804.06876,figure+table,discrepancy_analysis,same_type_hard_plus,0.2461,2109.03952,2109.03952_xl_0159,0.2414,0.1724,0.0357,0.0526
l1_de_1809.02208_0106_triplet,l1_de_1809.02208_0106,1809.02208,figure+table,hypothesis_verification,in_doc_swap,0.2963,1809.02208,,,,,
l1_de_1809.02208_0106_triplet,l1_de_1809.02208_0106,1809.02208,figure+table,hypothesis_verification,same_type_hard_plus,0.1995,2103.11320,2103.11320_xl_0125,0.1389,0.2019,0.0323,0.0769
l1_de_1809.02208_0107_triplet,l1_de_1809.02208_0107,1809.02208,figure+table,causal_explanation,in_doc_swap,0.2963,1809.02208,,,,,
l1_de_1809.02208_0107_triplet,l1_de_1809.02208_0107,1809.02208,figure+table,causal_explanation,same_type_hard_plus,0.2436,1804.06876,1804.06876_xl_0056,0.1724,0.2124,0.1538,0.0606
l1_de_1809.02208_0108_triplet,l1_de_1809.02208_0108,1809.02208,figure+table,causal_explanation,in_doc_swap,0.1935,1809.02208,,,,,
l1_de_1809.02208_0108_triplet,l1_de_1809.02208_0108,1809.02208,figure+table,causal_explanation,same_type_hard_plus,0.1835,1910.10872,1910.10872_xl_0103,0.1176,0.1855,0.0238,0.0755
l1_de_1809.02208_0109_triplet,l1_de_1809.02208_0109,1809.02208,figure+table,hypothesis_verification,in_doc_swap,0.1935,1809.02208,,,,,
l1_de_1809.02208_0109_triplet,l1_de_1809.02208_0109,1809.02208,figure+table,hypothesis_verification,same_type_hard_plus,0.1891,1602.05352,1602.05352_xl_0007,0.0811,0.177,0.125,0.1429
l1_de_1611.07438_0110_triplet,l1_de_1611.07438_0110,1611.07438,figure+table,causal_explanation,in_doc_swap,0.5,1611.07438,,,,,
l1_de_1611.07438_0110_triplet,l1_de_1611.07438_0110,1611.07438,figure+table,causal_explanation,same_type_hard_plus,0.2213,1902.03519,1902.03519_xl_0085,0.1818,0.1928,0.04,0.0714
l1_de_1611.07438_0111_triplet,l1_de_1611.07438_0111,1611.07438,figure+table,discrepancy_analysis,in_doc_swap,1.0,1611.07438,,,,,
l1_de_1611.07438_0111_triplet,l1_de_1611.07438_0111,1611.07438,figure+table,discrepancy_analysis,same_type_hard_plus,0.1833,1707.09457,1707.09457_xl_0028,0.0513,0.2969,0.0417,0.1724
l1_de_1804.06876_0112_triplet,l1_de_1804.06876_0112,1804.06876,figure+table,causal_explanation,in_doc_swap,0.2778,1804.06876,,,,,
l1_de_1804.06876_0112_triplet,l1_de_1804.06876_0112,1804.06876,figure+table,causal_explanation,same_type_hard_plus,0.226,1707.09457,1707.09457_xl_0028,0.1935,0.2208,0.0,0.0714
l1_de_1804.06876_0113_triplet,l1_de_1804.06876_0113,1804.06876,figure+table,discrepancy_analysis,in_doc_swap,0.1667,1804.06876,,,,,
l1_de_1804.06876_0113_triplet,l1_de_1804.06876_0113,1804.06876,figure+table,discrepancy_analysis,same_type_hard_plus,0.2548,1910.10872,1910.10872_xl_0103,0.1875,0.2376,0.15,0.0714
l1_de_1804.09301_0114_triplet,l1_de_1804.09301_0114,1804.09301,figure+table,discrepancy_analysis,in_doc_swap,0.1765,1804.09301,,,,,
l1_de_1804.09301_0114_triplet,l1_de_1804.09301_0114,1804.09301,figure+table,discrepancy_analysis,same_type_hard_plus,0.2255,2103.11320,2103.11320_xl_0126,0.1613,0.2588,0.0,0.1556
l1_de_1804.09301_0115_triplet,l1_de_1804.09301_0115,1804.09301,figure+table,causal_explanation,in_doc_swap,0.2157,1804.09301,,,,,
l1_de_1804.09301_0115_triplet,l1_de_1804.09301_0115,1804.09301,figure+table,causal_explanation,same_type_hard_plus,0.218,1804.06876,1804.06876_xl_0058,0.1818,0.2143,0.0,0.075
l1_de_1804.09301_0116_triplet,l1_de_1804.09301_0116,1804.09301,figure+table,causal_explanation,in_doc_swap,0.36,1804.09301,,,,,
l1_de_1804.09301_0116_triplet,l1_de_1804.09301_0116,1804.09301,figure+table,causal_explanation,same_type_hard_plus,0.2397,2005.07293,2005.07293_xl_0111,0.1818,0.2333,0.1,0.0455
l1_de_1804.09301_0117_triplet,l1_de_1804.09301_0117,1804.09301,figure+table,discrepancy_analysis,in_doc_swap,0.2,1804.09301,,,,,
l1_de_1804.09301_0117_triplet,l1_de_1804.09301_0117,1804.09301,figure+table,discrepancy_analysis,same_type_hard_plus,0.2402,1902.03519,1902.03519_xl_0085,0.2059,0.2093,0.0345,0.0938
l1_de_1804.09301_0118_triplet,l1_de_1804.09301_0118,1804.09301,figure+table,causal_explanation,in_doc_swap,0.2157,1804.09301,,,,,
l1_de_1804.09301_0118_triplet,l1_de_1804.09301_0118,1804.09301,figure+table,causal_explanation,same_type_hard_plus,0.206,1707.09457,1707.09457_xl_0027,0.1765,0.1944,0.0,0.027
l1_de_1804.09301_0119_triplet,l1_de_1804.09301_0119,1804.09301,figure+table,discrepancy_analysis,in_doc_swap,0.2157,1804.09301,,,,,
l1_de_1804.09301_0119_triplet,l1_de_1804.09301_0119,1804.09301,figure+table,discrepancy_analysis,same_type_hard_plus,0.1912,1903.08136,1903.08136_xl_0088,0.1389,0.1864,0.0,0.0889
l1_de_1610.02413_0120_triplet,l1_de_1610.02413_0120,1610.02413,figure+formula,causal_explanation,in_doc_swap,0.4375,1610.02413,,,,,
l1_de_1610.02413_0120_triplet,l1_de_1610.02413_0120,1610.02413,figure+formula,causal_explanation,same_type_hard_plus,0.2846,1703.06856,1703.06856_xl_0019,0.1935,0.3125,0.1282,0.1795
l1_de_1610.02413_0121_triplet,l1_de_1610.02413_0121,1610.02413,figure+formula,discrepancy_analysis,in_doc_swap,0.6667,1610.02413,,,,,
l1_de_1610.02413_0121_triplet,l1_de_1610.02413_0121,1610.02413,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2043,1802.08139,1802.08139_xl_0037,0.1429,0.1852,0.0556,0.0652
l1_de_1610.02413_0122_triplet,l1_de_1610.02413_0122,1610.02413,figure+formula,causal_explanation,in_doc_swap,0.3462,1610.02413,,,,,
l1_de_1610.02413_0122_triplet,l1_de_1610.02413_0122,1610.02413,figure+formula,causal_explanation,same_type_hard_plus,0.1951,1803.04383,1803.04383_xl_0040,0.1351,0.2,0.0204,0.0769
l1_de_1610.02413_0123_triplet,l1_de_1610.02413_0123,1610.02413,figure+formula,discrepancy_analysis,in_doc_swap,0.32,1610.02413,,,,,
l1_de_1610.02413_0123_triplet,l1_de_1610.02413_0123,1610.02413,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2426,1703.06856,1703.06856_xl_0024,0.1842,0.2093,0.1282,0.0556
l1_de_1610.02413_0124_triplet,l1_de_1610.02413_0124,1610.02413,figure+formula,causal_explanation,in_doc_swap,0.9167,1610.02413,,,,,
l1_de_1610.02413_0124_triplet,l1_de_1610.02413_0124,1610.02413,figure+formula,causal_explanation,same_type_hard_plus,0.2274,1703.06856,1703.06856_xl_0017,0.1176,0.3396,0.1,0.0476
l1_de_1610.02413_0125_triplet,l1_de_1610.02413_0125,1610.02413,figure+formula,discrepancy_analysis,in_doc_swap,0.9167,1610.02413,,,,,
l1_de_1610.02413_0125_triplet,l1_de_1610.02413_0125,1610.02413,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2728,1703.06856,1703.06856_xl_0019,0.2188,0.2742,0.1212,0.0588
l1_de_1610.02413_0126_triplet,l1_de_1610.02413_0126,1610.02413,figure+formula,causal_explanation,in_doc_swap,0.2895,1610.02413,,,,,
l1_de_1610.02413_0126_triplet,l1_de_1610.02413_0126,1610.02413,figure+formula,causal_explanation,same_type_hard_plus,0.1926,1703.06856,1703.06856_xl_0024,0.1333,0.1954,0.0455,0.0263
l1_de_1610.02413_0127_triplet,l1_de_1610.02413_0127,1610.02413,figure+formula,discrepancy_analysis,in_doc_swap,0.2895,1610.02413,,,,,
l1_de_1610.02413_0127_triplet,l1_de_1610.02413_0127,1610.02413,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2117,1703.06856,1703.06856_xl_0024,0.1429,0.1818,0.125,0.0286
l1_de_1703.06856_0128_triplet,l1_de_1703.06856_0128,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.5833,1703.06856,,,,,
l1_de_1703.06856_0128_triplet,l1_de_1703.06856_0128,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2274,1610.02413,1610.02413_xl_0011,0.1176,0.3396,0.1,0.0476
l1_de_1703.06856_0129_triplet,l1_de_1703.06856_0129,1703.06856,figure+formula,discrepancy_analysis,in_doc_swap,0.7,1703.06856,,,,,
l1_de_1703.06856_0129_triplet,l1_de_1703.06856_0129,1703.06856,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2326,1610.02413,1610.02413_xl_0011,0.1818,0.2778,0.0,0.0857
l1_de_1703.06856_0130_triplet,l1_de_1703.06856_0130,1703.06856,figure+formula,discrepancy_analysis,in_doc_swap,0.5,1703.06856,,,,,
l1_de_1703.06856_0130_triplet,l1_de_1703.06856_0130,1703.06856,figure+formula,discrepancy_analysis,same_type_hard_plus,0.224,1803.04383,1803.04383_xl_0051,0.125,0.2875,0.0833,0.125
l1_de_1703.06856_0131_triplet,l1_de_1703.06856_0131,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.5,1703.06856,,,,,
l1_de_1703.06856_0131_triplet,l1_de_1703.06856_0131,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2031,1803.04383,1803.04383_xl_0042,0.1143,0.2667,0.037,0.1042
l1_de_1703.06856_0132_triplet,l1_de_1703.06856_0132,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.4375,1703.06856,,,,,
l1_de_1703.06856_0132_triplet,l1_de_1703.06856_0132,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2846,1610.02413,1610.02413_xl_0009,0.1935,0.3125,0.1282,0.1795
l1_de_1703.06856_0133_triplet,l1_de_1703.06856_0133,1703.06856,figure+formula,discrepancy_analysis,in_doc_swap,0.4138,1703.06856,,,,,
l1_de_1703.06856_0133_triplet,l1_de_1703.06856_0133,1703.06856,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2728,1610.02413,1610.02413_xl_0011,0.2188,0.2742,0.1212,0.0588
l1_de_1703.06856_0134_triplet,l1_de_1703.06856_0134,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.4375,1703.06856,,,,,
l1_de_1703.06856_0134_triplet,l1_de_1703.06856_0134,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2729,1610.02413,1610.02413_xl_0009,0.1724,0.2571,0.2326,0.0952
l1_de_1703.06856_0135_triplet,l1_de_1703.06856_0135,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.4375,1703.06856,,,,,
l1_de_1703.06856_0135_triplet,l1_de_1703.06856_0135,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2135,2109.03952,2109.03952_xl_0154,0.1562,0.25,0.0,0.0851
l1_de_1703.06856_0136_triplet,l1_de_1703.06856_0136,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.4375,1703.06856,,,,,
l1_de_1703.06856_0136_triplet,l1_de_1703.06856_0136,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2788,1610.02413,1610.02413_xl_0009,0.2308,0.2576,0.125,0.0698
l1_de_1703.06856_0137_triplet,l1_de_1703.06856_0137,1703.06856,figure+formula,hypothesis_verification,in_doc_swap,0.4375,1703.06856,,,,,
l1_de_1703.06856_0137_triplet,l1_de_1703.06856_0137,1703.06856,figure+formula,hypothesis_verification,same_type_hard_plus,0.1887,1610.02413,1610.02413_xl_0009,0.1071,0.2576,0.2564,0.0698
l1_de_1703.06856_0138_triplet,l1_de_1703.06856_0138,1703.06856,figure+formula,causal_explanation,in_doc_swap,0.2037,1703.06856,,,,,
l1_de_1703.06856_0138_triplet,l1_de_1703.06856_0138,1703.06856,figure+formula,causal_explanation,same_type_hard_plus,0.2238,1610.02413,1610.02413_xl_0009,0.1481,0.2179,0.119,0.0541
l1_de_1703.06856_0139_triplet,l1_de_1703.06856_0139,1703.06856,figure+formula,discrepancy_analysis,in_doc_swap,0.2157,1703.06856,,,,,
l1_de_1703.06856_0139_triplet,l1_de_1703.06856_0139,1703.06856,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2426,1610.02413,1610.02413_xl_0010,0.1842,0.2093,0.1282,0.0556
l1_de_1809.10083_0140_triplet,l1_de_1809.10083_0140,1809.10083,figure+formula,causal_explanation,in_doc_swap,0.5,1809.10083,,,,,
l1_de_1809.10083_0140_triplet,l1_de_1809.10083_0140,1809.10083,figure+formula,causal_explanation,same_type_hard_plus,0.236,1610.02413,1610.02413_xl_0009,0.1786,0.2344,0.0732,0.0625
l1_de_1809.10083_0141_triplet,l1_de_1809.10083_0141,1809.10083,figure+formula,causal_explanation,in_doc_swap,0.5,1809.10083,,,,,
l1_de_1809.10083_0141_triplet,l1_de_1809.10083_0141,1809.10083,figure+formula,causal_explanation,same_type_hard_plus,0.1942,1610.02413,1610.02413_xl_0011,0.1724,0.254,0.1176,0.0667
l1_de_1809.10083_0142_triplet,l1_de_1809.10083_0142,1809.10083,figure+formula,causal_explanation,in_doc_swap,0.8,1809.10083,,,,,
l1_de_1809.10083_0142_triplet,l1_de_1809.10083_0142,1809.10083,figure+formula,causal_explanation,same_type_hard_plus,0.2243,1610.02413,1610.02413_xl_0011,0.1562,0.2535,0.0698,0.0465
l1_de_1809.10083_0143_triplet,l1_de_1809.10083_0143,1809.10083,figure+formula,discrepancy_analysis,in_doc_swap,0.8,1809.10083,,,,,
l1_de_1809.10083_0143_triplet,l1_de_1809.10083_0143,1809.10083,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2091,2109.03952,2109.03952_xl_0153,0.1471,0.2198,0.0545,0.0417
l1_de_1809.10083_0144_triplet,l1_de_1809.10083_0144,1809.10083,figure+formula,causal_explanation,in_doc_swap,0.3333,1809.10083,,,,,
l1_de_1809.10083_0144_triplet,l1_de_1809.10083_0144,1809.10083,figure+formula,causal_explanation,same_type_hard_plus,0.22,1803.04383,1803.04383_xl_0040,0.1875,0.1809,0.04,0.0476
l1_de_1809.10083_0145_triplet,l1_de_1809.10083_0145,1809.10083,figure+formula,discrepancy_analysis,in_doc_swap,0.8,1809.10083,,,,,
l1_de_1809.10083_0145_triplet,l1_de_1809.10083_0145,1809.10083,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2115,1610.02413,1610.02413_xl_0011,0.1176,0.2609,0.1,0.0526
l1_de_1906.02589_0146_triplet,l1_de_1906.02589_0146,1906.02589,figure+formula,causal_explanation,in_doc_swap,0.2333,1906.02589,,,,,
l1_de_1906.02589_0146_triplet,l1_de_1906.02589_0146,1906.02589,figure+formula,causal_explanation,same_type_hard_plus,0.2338,1802.08139,1802.08139_xl_0038,0.1667,0.2558,0.0789,0.0625
l1_de_1906.02589_0147_triplet,l1_de_1906.02589_0147,1906.02589,figure+formula,causal_explanation,in_doc_swap,0.2333,1906.02589,,,,,
l1_de_1906.02589_0147_triplet,l1_de_1906.02589_0147,1906.02589,figure+formula,causal_explanation,same_type_hard_plus,0.245,1802.08139,1802.08139_xl_0038,0.1667,0.25,0.1316,0.0811
l1_de_1906.02589_0148_triplet,l1_de_1906.02589_0148,1906.02589,figure+formula,discrepancy_analysis,in_doc_swap,0.875,1906.02589,,,,,
l1_de_1906.02589_0148_triplet,l1_de_1906.02589_0148,1906.02589,figure+formula,discrepancy_analysis,same_type_hard_plus,0.1976,2109.03952,2109.03952_xl_0154,0.1212,0.2459,0.0488,0.0303
l1_de_1906.02589_0149_triplet,l1_de_1906.02589_0149,1906.02589,figure+formula,hypothesis_verification,in_doc_swap,0.875,1906.02589,,,,,
l1_de_1906.02589_0149_triplet,l1_de_1906.02589_0149,1906.02589,figure+formula,hypothesis_verification,same_type_hard_plus,0.1611,1703.06856,1703.06856_xl_0023,0.0556,0.2188,0.0714,0.0222
l1_de_1906.02589_0150_triplet,l1_de_1906.02589_0150,1906.02589,figure+formula,discrepancy_analysis,in_doc_swap,0.4667,1906.02589,,,,,
l1_de_1906.02589_0150_triplet,l1_de_1906.02589_0150,1906.02589,figure+formula,discrepancy_analysis,same_type_hard_plus,0.2212,2109.03952,2109.03952_xl_0155,0.1875,0.2,0.0303,0.0312
l1_de_1906.02589_0151_triplet,l1_de_1906.02589_0151,1906.02589,figure+formula,causal_explanation,in_doc_swap,0.4667,1906.02589,,,,,
l1_de_1906.02589_0151_triplet,l1_de_1906.02589_0151,1906.02589,figure+formula,causal_explanation,same_type_hard_plus,0.1979,1802.08139,1802.08139_xl_0038,0.0968,0.2405,0.0909,0.0811
l1_de_1910.10872_0152_triplet,l1_de_1910.10872_0152,1910.10872,figure+table,discrepancy_analysis,in_doc_swap,0.3462,1910.10872,,,,,
l1_de_1910.10872_0152_triplet,l1_de_1910.10872_0152,1910.10872,figure+table,discrepancy_analysis,same_type_hard_plus,0.2255,2109.03952,2109.03952_xl_0158,0.1389,0.266,0.0909,0.0909
l1_de_1910.10872_0153_triplet,l1_de_1910.10872_0153,1910.10872,figure+table,causal_explanation,in_doc_swap,0.3462,1910.10872,,,,,
l1_de_1910.10872_0153_triplet,l1_de_1910.10872_0153,1910.10872,figure+table,causal_explanation,same_type_hard_plus,0.1992,2103.11320,2103.11320_xl_0129,0.1515,0.2083,0.0,0.0465
l1_de_1910.10872_0154_triplet,l1_de_1910.10872_0154,1910.10872,figure+table,discrepancy_analysis,in_doc_swap,0.1702,1910.10872,,,,,
